t_s,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a
2.84,0.31,2.65,-0.64,-0.34,1.15,0.0,0.0,0.0,0.071,0.97,-39.81,57.48,-14.06,-13.36,14.06,17.49,-79.8,88.24,12.39,-12.92,11.87,15.56,-53.44,78.22,19.86,10.37,-15.73,-0.84,-40.8,60.18,-10.54,-11.22,5.16,16.83,-80.0,91.98,7.21,-9.64,9.36,18.58,-54.08,87.0,19.33,14.15,-11.71,-0.0239,-0.3372,-0.2526,-0.4243,0.5892,-0.7892,0.422,-1.0,0.2652,0.0238,0.1357,-1.0,0.7557,-0.8429,0.3215,0.7402,0.5918,-1.0,0.006,0.006,0.013,0.013,0.013,0.006,0.013,0.006,0.019,0.013,0.0,0.006,0.006,0.0,0.013,0.006,0.013,0.013
2.88,0.3,2.62,0.19,0.46,-1.66,0.0,0.0,0.0,0.071,1.23,-38.94,58.8,-12.83,-13.71,12.92,18.46,-79.8,89.56,12.83,-11.6,11.87,15.38,-52.91,79.72,18.9,11.6,-14.41,-1.74,-42.21,58.68,-12.04,-9.72,3.66,15.33,-80.0,90.48,5.71,-11.14,7.86,20.08,-55.58,85.5,20.83,12.65,-13.21,-0.0496,-0.3128,-0.3689,-0.5306,0.6636,-0.7876,0.3681,-1.0,0.1563,0.0352,0.0301,-1.0,0.8168,-0.9816,0.1009,0.8409,0.4194,-1.0,0.006,0.006,0.013,0.013,0.013,0.006,0.013,0.006,0.019,0.013,0.0,0.006,0.006,0.0,0.013,0.006,0.013,0.013
2.92,0.33,2.62,0.37,0.07,0.97,0.0,0.0,0.0,0.071,0.53,-38.23,59.94,-11.78,-13.71,11.6,19.07,-79.8,90.7,12.92,-10.46,11.16,15.64,-52.73,81.12,18.19,12.57,-13.27,-2.05,-42.68,57.18,-13.54,-8.22,2.23,14.66,-80.0,88.98,4.21,-12.64,6.36,21.58,-57.08,84.0,22.33,11.15,-14.71,-0.0585,-0.3214,-0.493,-0.5981,0.6369,-0.7384,0.419,-1.0,0.0612,0.0166,0.0197,-1.0,0.828,-1.0,-0.002,0.8895,0.3084,-1.0,0.0,0.0,0.0,0.0,0.0,0.013,0.006,0.006,0.006,0.006,0.0,0.006,0.006,0.006,0.006,0.006,0.0,0.006
2.96,0.29,2.55,-1.07,-0.84,0.08,0.0,0.0,0.0,0.071,-0.97,-38.06,60.73,-10.81,-13.36,10.2,19.42,-79.8,91.67,12.66,-9.58,10.37,16.35,-52.82,82.44,17.75,13.36,-12.39,-1.24,-42.35,55.68,-15.04,-6.72,3.73,15.87,-80.0,87.48,2.71,-14.14,4.86,23.08,-58.58,82.5,23.83,9.65,-16.21,-0.0354,-0.3154,-0.518,-0.6064,0.6113,-0.7129,0.4534,-1.0,0.0413,0.0762,0.0228,-1.0,0.7956,-0.9819,-0.0277,0.8919,0.2704,-1.0,0.0,0.0,0.0,0.0,0.0,0.013,0.006,0.006,0.006,0.006,0.0,0.006,0.006,0.006,0.006,0.006,0.0,0.006
3.0,0.33,2.57,0.92,0.71,-0.07,0.0,0.0,0.0,0.071,-0.7,-38.06,61.26,-10.11,-12.57,8.7,19.42,-79.8,92.29,11.87,-8.96,9.32,17.23,-53.44,83.41,17.84,13.89,-11.78,-0.44,-40.85,54.18,-16.54,-5.22,5.23,17.37,-80.0,85.98,4.21,-15.64,3.36,24.58,-60.08,81.0,25.33,8.15,-17.71,-0.0127,-0.2814,-0.4714,-0.6037,0.5756,-0.6837,0.5017,-1.0,0.0504,0.15,0.133,-1.0,0.7126,-0.9435,0.0178,0.877,0.246,-1.0,0.0,0.0,0.0,0.0,0.0,0.013,0.006,0.006,0.006,0.006,0.0,0.006,0.006,0.006,0.006,0.006,0.0,0.006
3.04,0.27,2.56,-1.32,-0.83,0.78,0.0,0.0,0.0,0.071,-2.29,-38.41,61.44,-9.49,-11.43,7.38,19.42,-79.8,92.46,10.9,-8.79,7.91,18.46,-54.14,84.11,18.37,13.89,-11.51,-0.04,-39.35,52.68,-18.04,-3.72,6.73,18.87,-80.0,84.48,5.71,-14.27,1.86,23.08,-61.58,82.11,26.83,6.65,-19.21,-0.001,-0.2468,-0.4805,-0.5223,0.4945,-0.6792,0.5781,-1.0,0.0962,0.1893,0.1951,-1.0,0.6233,-0.7997,0.2013,0.7937,0.3237,-1.0,0.026,0.019,0.006,0.019,0.013,0.006,0.019,0.006,0.0,0.026,0.006,0.013,0.019,0.052,0.006,0.006,0.013,0.0
3.08,0.28,2.56,1.2,1.42,-2.41,0.0,0.0,0.0,0.071,-1.85,-39.2,61.26,-9.76,-10.11,6.42,18.63,-79.8,92.46,9.49,-8.79,6.42,19.95,-55.11,84.46,19.16,13.89,-11.6,1.04,-37.85,51.18,-16.54,-2.22,7.89,20.27,-80.0,82.98,7.21,-12.77,0.36,21.58,-63.08,83.61,25.33,5.15,-20.0,0.0296,-0.1909,-0.3451,-0.4437,0.4709,-0.6719,0.5791,-1.0,0.1981,0.3157,0.3519,-0.8796,0.4954,-0.7198,0.3745,0.6817,0.4063,-1.0,0.026,0.019,0.006,0.019,0.013,0.006,0.019,0.006,0.0,0.026,0.006,0.013,0.019,0.052,0.006,0.006,0.013,0.0
3.12,0.32,2.53,-0.15,-0.26,1.19,0.0,0.0,0.0,0.071,-1.49,-39.55,60.64,-10.46,-8.7,5.71,18.19,-79.8,92.2,8.17,-9.32,5.1,21.09,-56.43,84.46,20.21,13.18,-12.22,2.01,-36.35,49.68,-15.04,-3.72,6.39,21.77,-80.0,84.48,8.71,-11.27,-1.14,20.08,-61.58,85.11,23.83,3.65,-20.0,0.0573,-0.1398,-0.2913,-0.3278,0.3583,-0.7005,0.6464,-1.0,0.3208,0.3502,0.4591,-0.822,0.3725,-0.5847,0.5926,0.5547,0.5045,-1.0,0.026,0.019,0.006,0.019,0.013,0.006,0.019,0.006,0.0,0.026,0.006,0.013,0.019,0.052,0.006,0.006,0.013,0.0
3.16,0.3,2.52,-0.93,-0.19,0.93,0.0,0.0,0.0,0.071,-1.14,-39.73,59.68,-11.25,-7.29,5.27,18.11,-79.8,91.58,7.12,-10.02,3.69,22.06,-58.01,84.29,21.53,12.39,-13.1,2.19,-34.85,48.18,-13.54,-5.22,4.89,22.42,-78.5,85.98,10.21,-9.77,-0.34,18.58,-60.08,86.61,22.33,5.15,-18.5,0.0625,-0.1169,-0.2216,-0.213,0.3416,-0.7147,0.6406,-0.9541,0.4265,0.4394,0.5847,-0.7687,0.2947,-0.4967,0.7038,0.4567,0.636,-0.9747,0.006,0.0,0.013,0.006,0.006,0.0,0.006,0.006,0.019,0.006,0.006,0.013,0.013,0.039,0.013,0.0,0.039,0.019
3.2,0.38,2.59,1.79,0.94,-0.72,0.0,0.0,0.0,0.071,0.53,-39.73,58.45,-12.3,-6.06,5.01,18.11,-79.63,90.26,6.42,-10.55,2.29,22.59,-59.24,84.46,22.5,11.16,-14.24,3.07,-33.35,49.68,-12.04,-6.72,3.39,22.17,-77.0,87.48,11.71,-8.27,1.16,17.08,-58.58,88.11,20.83,6.65,-17.0,0.0877,-0.0917,-0.1486,-0.1431,0.3041,-0.7379,0.6333,-0.9305,0.5644,0.4443,0.7112,-0.6973,0.2491,-0.4239,0.8014,0.3337,0.7404,-0.7589,0.006,0.0,0.013,0.006,0.006,0.0,0.006,0.006,0.019,0.006,0.006,0.013,0.013,0.039,0.013,0.0,0.039,0.019
3.24,0.29,2.55,-1.14,-0.62,1.28,0.0,0.0,0.0,0.071,0.62,-39.11,57.13,-13.1,-5.1,4.92,18.81,-79.1,88.95,5.89,-10.81,1.14,22.94,-60.29,85.43,23.29,9.84,-15.47,4.15,-31.85,50.98,-10.54,-8.22,1.89,21.66,-75.5,88.98,13.21,-6.77,2.66,15.58,-57.08,89.61,19.33,8.15,-15.5,0.1185,-0.015,-0.1649,-0.0334,0.2855,-0.8182,0.6187,-0.9057,0.6887,0.403,0.7844,-0.6704,0.2414,-0.3539,0.8773,0.2726,0.875,-0.4825,0.006,0.0,0.013,0.006,0.006,0.0,0.006,0.006,0.019,0.006,0.006,0.013,0.013,0.039,0.013,0.0,0.039,0.019
3.28,0.32,2.57,1.59,1.31,-2.77,0.0,0.0,0.0,0.071,2.64,-38.06,55.72,-13.62,-4.39,4.22,19.86,-78.22,87.89,5.71,-10.81,0.35,22.94,-60.91,86.4,23.64,8.7,-16.61,5.43,-30.35,51.94,-9.04,-6.72,0.39,20.16,-74.0,90.48,14.71,-5.27,4.16,14.08,-55.58,91.11,17.83,9.65,-14.0,0.1551,0.132,-0.1536,0.0444,0.4487,-0.8736,0.5378,-0.8036,0.7444,0.4247,0.918,-0.6277,0.2193,-0.4206,0.8656,0.2459,0.8696,-0.3375,0.013,0.013,0.006,0.0,0.0,0.013,0.006,0.013,0.013,0.019,0.006,0.006,0.013,0.006,0.006,0.0,0.026,0.006
3.32,0.34,2.52,-1.21,-0.89,1.74,0.0,0.0,0.0,0.071,3.08,-36.83,54.4,-13.8,-3.96,3.34,20.65,-76.99,87.1,6.06,-10.28,-0.18,22.24,-61.35,87.63,23.64,7.82,-17.4,6.93,-28.85,50.44,-7.54,-5.22,-1.11,18.9,-72.5,91.98,13.21,-3.77,2.92,12.58,-54.08,92.61,16.33,11.15,-12.5,0.2024,0.2252,-0.2261,0.1607,0.5002,-0.9258,0.5399,-0.795,0.7313,0.3414,0.9138,-0.7304,0.2592,-0.4133,0.8446,0.2575,0.9519,-0.0927,0.013,0.013,0.006,0.0,0.0,0.013,0.006,0.013,0.013,0.019,0.006,0.006,0.013,0.006,0.006,0.0,0.026,0.006
3.36,0.32,2.55,0.15,0.6,-0.24,0.0,0.0,0.0,0.071,4.31,-35.42,53.26,-13.8,-3.96,2.29,21.18,-75.67,86.57,6.94,-9.32,-0.26,21.36,-61.17,89.12,23.12,7.21,-18.02,8.43,-27.35,48.94,-6.04,-3.72,-2.61,17.4,-71.0,93.48,11.71,-2.27,1.42,11.47,-52.58,94.11,14.83,12.65,-11.0,0.2423,0.3517,-0.28,0.222,0.6568,-0.9465,0.4788,-0.71,0.6418,0.3141,0.8955,-0.7971,0.3276,-0.4985,0.7237,0.3529,0.8782,-0.1525,0.013,0.013,0.006,0.0,0.0,0.013,0.006,0.013,0.013,0.019,0.006,0.006,0.013,0.006,0.006,0.0,0.026,0.006
3.4,0.36,2.58,1.0,0.67,-0.78,0.0,0.0,0.0,0.071,5.98,-34.01,52.03,-13.45,-3.96,0.88,21.27,-74.27,86.4,7.82,-8.17,0.0,20.21,-60.82,90.53,22.24,6.94,-18.19,9.93,-25.85,47.44,-4.54,-2.22,-4.11,16.89,-69.5,94.98,10.21,-0.77,-0.08,12.97,-54.08,95.61,15.35,14.15,-9.5,0.284,0.3992,-0.3507,0.268,0.7577,-0.9464,0.4827,-0.7302,0.5474,0.2731,0.7448,-0.9913,0.4018,-0.6095,0.6208,0.4386,0.8995,-0.1336,0.026,0.0,0.006,0.019,0.0,0.019,0.0,0.013,0.0,0.013,0.013,0.0,0.013,0.006,0.006,0.013,0.006,0.006
3.44,0.29,2.56,-0.9,-0.45,1.07,0.0,0.0,0.0,0.071,6.59,-32.61,50.71,-12.04,-3.96,-0.53,21.18,-72.86,86.4,8.88,-6.77,0.53,18.81,-60.03,91.93,21.18,6.94,-18.19,10.1,-24.35,45.94,-3.04,-0.72,-5.61,15.47,-68.0,96.48,8.71,0.73,-1.58,14.47,-55.58,97.11,16.85,15.65,-8.0,0.2887,0.4076,-0.4427,0.2501,0.8005,-0.9069,0.4421,-0.7541,0.4434,0.2225,0.6127,-1.0,0.4867,-0.7009,0.4871,0.5591,0.8328,-0.2786,0.026,0.0,0.006,0.019,0.0,0.019,0.0,0.013,0.0,0.013,0.013,0.0,0.013,0.006,0.006,0.013,0.006,0.006
3.48,0.31,2.58,0.59,0.14,-2.04,0.0,0.0,0.0,0.071,8.79,-31.2,49.39,-10.63,-3.69,-1.93,20.65,-71.46,86.84,9.58,-5.36,0.53,17.4,-58.89,93.34,19.78,7.38,-17.49,9.75,-22.85,44.44,-1.54,0.78,-7.11,13.97,-66.74,94.98,8.49,-0.77,-3.08,15.97,-57.08,95.61,18.35,14.79,-6.5,0.2787,0.3874,-0.4465,0.2086,0.8788,-0.849,0.3779,-0.7589,0.3394,0.2425,0.4324,-1.0,0.5299,-0.8641,0.3505,0.6416,0.7234,-0.5093,0.026,0.0,0.006,0.019,0.0,0.019,0.0,0.013,0.0,0.013,0.013,0.0,0.013,0.006,0.006,0.013,0.006,0.006
3.52,0.28,2.58,-0.4,-0.39,1.81,0.0,0.0,0.0,0.071,8.7,-29.79,48.16,-9.32,-2.99,-3.43,19.42,-70.05,87.54,10.02,-4.04,-0.26,16.26,-57.83,94.57,18.63,8.17,-16.61,9.15,-21.35,42.94,-0.04,2.28,-5.61,12.93,-68.24,93.48,6.99,-2.27,-4.58,17.47,-58.58,94.11,19.85,13.29,-5.0,0.2614,0.2825,-0.4797,0.13,0.8038,-0.7874,0.3695,-0.8382,0.2452,0.1747,0.2815,-1.0,0.5992,-0.9611,0.2177,0.7467,0.627,-0.7269,0.039,0.006,0.013,0.013,0.006,0.013,0.019,0.006,0.019,0.006,0.0,0.006,0.006,0.013,0.0,0.006,0.013,0.013
3.56,0.3,2.56,0.13,0.42,-1.59,0.0,0.0,0.0,0.071,10.11,-28.12,46.49,-8.35,-1.76,-4.83,18.02,-68.64,89.12,10.11,-2.72,-1.23,15.29,-56.95,95.71,17.58,9.58,-15.21,9.13,-19.85,41.44,1.46,3.78,-4.11,13.16,-69.74,91.98,7.28,-3.77,-6.08,18.97,-60.08,92.61,21.35,11.79,-6.5,0.2607,0.1795,-0.4706,0.0458,0.7391,-0.7163,0.376,-0.8958,0.164,0.2081,0.1869,-1.0,0.5955,-1.0,0.1296,0.7953,0.4826,-0.9955,0.039,0.006,0.013,0.013,0.006,0.013,0.019,0.006,0.019,0.006,0.0,0.006,0.006,0.013,0.0,0.006,0.013,0.013
3.6,0.31,2.52,-0.4,-0.36,-0.33,0.0,0.0,0.0,0.071,9.84,-26.63,45.26,-6.24,-0.44,-5.8,16.61,-67.76,90.44,9.67,-1.76,-2.37,14.77,-56.43,96.42,17.14,10.81,-13.8,8.39,-19.78,39.94,-0.04,5.28,-2.61,14.66,-71.24,90.48,5.78,-5.27,-7.58,20.47,-61.58,91.11,22.85,10.29,-8.0,0.2397,0.0949,-0.4944,-0.0658,0.6046,-0.6604,0.4448,-0.9467,0.0654,0.1349,0.124,-1.0,0.5891,-1.0,0.0501,0.862,0.3412,-1.0,0.039,0.006,0.013,0.013,0.006,0.013,0.019,0.006,0.019,0.006,0.0,0.006,0.006,0.013,0.0,0.006,0.013,0.013
3.64,0.27,2.51,-0.95,-0.44,1.42,0.0,0.0,0.0,0.071,9.4,-25.31,43.95,-4.66,0.97,-6.42,15.38,-67.15,91.58,8.7,-1.23,-3.78,14.59,-56.16,96.77,16.88,11.78,-12.39,6.89,-21.28,38.44,-1.54,3.78,-1.11,16.16,-72.74,88.98,4.71,-6.77,-9.08,21.38,-63.08,89.61,24.35,8.79,-9.5,0.1844,0.0194,-0.4887,-0.1419,0.492,-0.6459,0.4898,-0.9539,-0.0542,0.1346,0.1089,-1.0,0.6109,-1.0,0.0183,0.8578,0.2635,-1.0,0.006,0.006,0.006,0.026,0.0,0.0,0.006,0.006,0.013,0.013,0.0,0.013,0.0,0.0,0.013,0.006,0.0,0.006
3.68,0.31,2.55,1.08,0.71,0.52,0.0,0.0,0.0,0.071,9.4,-23.99,42.54,-4.22,2.29,-6.77,14.5,-66.88,92.37,7.65,-1.05,-5.19,14.77,-56.51,96.59,17.05,12.57,-11.07,5.89,-22.78,36.94,-3.04,2.28,0.39,17.66,-74.24,87.48,4.88,-8.27,-10.58,20.93,-64.58,88.11,25.85,7.29,-11.0,0.1684,-0.0467,-0.5041,-0.1954,0.3955,-0.6165,0.5557,-0.9394,-0.0861,0.1396,0.1624,-1.0,0.5981,-1.0,0.0203,0.8373,0.219,-1.0,0.006,0.006,0.006,0.026,0.0,0.0,0.006,0.006,0.013,0.013,0.0,0.013,0.0,0.0,0.013,0.006,0.0,0.006
3.72,0.24,2.5,-1.36,-0.97,-0.82,0.0,0.0,0.0,0.071,7.47,-22.94,40.96,-2.29,3.43,-6.68,13.71,-66.97,92.9,6.42,-1.05,-6.68,15.64,-57.13,95.89,17.93,13.01,-9.93,6.38,-24.28,35.44,-4.54,0.78,1.89,19.16,-75.74,85.98,5.09,-9.77,-12.08,19.43,-66.08,86.61,27.35,5.79,-12.5,0.1822,-0.0819,-0.5472,-0.2166,0.2862,-0.6171,0.6017,-0.9507,-0.0498,0.1454,0.2466,-0.9761,0.5461,-0.8823,0.0975,0.8275,0.2168,-1.0,0.006,0.006,0.006,0.026,0.0,0.0,0.006,0.006,0.013,0.013,0.0,0.013,0.0,0.0,0.013,0.006,0.0,0.006
3.76,0.28,2.5,1.66,1.54,-0.18,0.0,0.0,0.0,0.111,7.29,-22.15,39.64,-1.58,4.13,-6.33,13.45,-67.5,93.08,5.62,-1.49,-8.0,16.44,-57.83,95.19,18.72,13.01,-9.23,4.88,-25.78,33.94,-6.04,-0.72,3.39,20.56,-74.24,84.48,6.18,-8.27,-10.58,17.93,-67.58,85.88,25.85,4.29,-14.0,0.125,-0.0637,-0.3958,-0.2266,0.3099,-0.6264,0.5873,-0.8941,-0.007,0.1766,0.3678,-0.8563,0.474,-0.8265,0.2457,0.6876,0.2221,-1.0,0.111,0.0,0.013,0.006,0.0,0.019,0.006,0.013,0.0,0.006,0.019,0.013,0.013,0.019,0.013,0.019,0.013,0.006
3.8,0.28,2.44,-0.63,-0.73,0.62,0.0,0.0,0.0,0.111,6.42,-21.62,38.32,-1.85,4.66,-5.19,13.45,-68.38,92.99,5.01,-2.46,-9.32,17.49,-59.06,93.96,20.04,12.83,-8.7,5.64,-27.28,35.28,-5.2,-2.22,4.89,20.76,-73.52,82.98,6.4,-6.77,-9.08,16.43,-66.08,87.38,24.35,2.79,-15.5,0.1611,-0.0881,-0.3496,-0.1487,0.221,-0.6763,0.5933,-0.8823,0.1162,0.1828,0.4366,-0.8172,0.4581,-0.6683,0.3961,0.5946,0.358,-1.0,0.111,0.0,0.013,0.006,0.0,0.019,0.006,0.013,0.0,0.006,0.019,0.013,0.013,0.019,0.013,0.019,0.013,0.006
3.84,0.19,2.43,-1.46,-0.68,1.5,0.0,0.0,0.0,0.111,5.1,-21.45,36.91,-1.14,4.75,-4.13,13.45,-69.43,92.72,4.83,-3.52,-10.28,18.11,-60.38,92.55,21.45,12.13,-8.61,4.43,-28.78,36.78,-6.01,-3.72,5.53,19.26,-72.02,84.48,6.0,-5.27,-7.58,14.93,-64.58,88.88,22.85,1.29,-17.0,0.1266,-0.0698,-0.2729,-0.1717,0.2511,-0.6997,0.5358,-0.8333,0.2675,0.1715,0.6159,-0.6512,0.3964,-0.6043,0.5361,0.5081,0.3787,-1.0,0.111,0.0,0.013,0.006,0.0,0.019,0.006,0.013,0.0,0.006,0.019,0.013,0.013,0.019,0.013,0.019,0.013,0.006
3.88,0.23,2.48,1.57,0.29,-2.81,0.0,0.0,0.0,0.111,5.27,-21.62,35.86,-1.05,4.75,-2.72,14.59,-70.66,91.76,4.92,-4.66,-11.07,18.46,-61.79,91.23,22.59,11.25,-8.61,4.1,-27.28,38.28,-4.51,-5.22,4.03,17.76,-70.52,85.98,6.54,-3.77,-6.08,13.43,-63.08,90.38,21.35,2.79,-18.5,0.1173,-0.019,-0.1018,-0.0653,0.3441,-0.7701,0.4724,-0.7999,0.4162,0.1868,0.6715,-0.6695,0.347,-0.5531,0.6744,0.3406,0.5058,-1.0,0.0,0.019,0.006,0.019,0.019,0.006,0.006,0.006,0.019,0.006,0.019,0.0,0.006,0.013,0.006,0.006,0.039,0.026
3.92,0.13,2.39,-1.48,-1.02,1.8,0.0,0.0,0.0,0.111,3.87,-22.15,34.98,-1.85,4.13,-1.32,15.64,-71.46,90.44,5.71,-5.54,-11.43,18.46,-62.93,90.18,23.47,9.93,-9.4,4.28,-26.21,39.78,-3.01,-6.72,2.53,16.26,-71.18,87.48,5.04,-2.27,-4.58,13.35,-61.58,91.88,19.85,4.29,-17.0,0.1221,-0.022,-0.1089,-0.0659,0.2779,-0.8656,0.4011,-0.8396,0.6123,0.0713,0.758,-0.6276,0.3815,-0.412,0.7772,0.2677,0.6773,-0.7976,0.0,0.019,0.006,0.019,0.019,0.006,0.006,0.006,0.019,0.006,0.019,0.0,0.006,0.013,0.006,0.006,0.039,0.026
3.96,0.21,2.42,1.36,0.97,-1.74,0.0,0.0,0.0,0.111,4.22,-23.2,34.37,-3.08,3.25,0.09,16.44,-72.07,89.12,6.24,-6.06,-11.34,17.93,-63.72,89.47,23.91,8.61,-10.37,4.02,-24.71,41.28,-1.51,-5.22,1.03,14.76,-69.68,88.98,3.54,-0.77,-3.08,11.85,-60.08,93.38,18.35,5.79,-15.5,0.1147,0.1519,-0.0963,0.0112,0.5407,-0.9465,0.3125,-0.759,0.7563,0.0906,0.8385,-0.6098,0.2976,-0.5003,0.8158,0.2285,0.6695,-0.5999,0.0,0.019,0.006,0.019,0.019,0.006,0.006,0.006,0.019,0.006,0.019,0.0,0.006,0.013,0.006,0.006,0.039,0.026
4.0,0.24,2.38,-0.38,-0.58,0.96,0.0,0.0,0.0,0.111,4.13,-24.08,34.19,-3.6,2.02,1.14,17.14,-72.33,87.98,6.24,-6.33,-11.16,17.14,-64.25,89.03,24.17,7.29,-11.6,4.71,-23.21,42.78,-0.01,-3.72,-0.47,13.26,-71.18,90.48,2.04,0.73,-1.58,12.01,-58.58,94.88,16.85,7.29,-14.0,0.1345,0.2286,-0.1219,0.1517,0.5554,-1.0,0.3232,-0.8864,0.848,0.0143,0.825,-0.6903,0.3431,-0.4101,0.7861,0.2818,0.8461,-0.2283,0.026,0.019,0.0,0.006,0.026,0.013,0.0,0.0,0.006,0.006,0.0,0.013,0.013,0.006,0.0,0.006,0.019,0.013
4.04,0.19,2.4,-0.31,-0.01,0.93,0.0,0.0,0.0,0.111,3.96,-24.96,34.28,-3.78,0.62,1.93,17.4,-72.07,87.19,6.15,-6.24,-10.02,16.08,-64.42,88.95,23.99,6.24,-12.83,3.21,-21.71,44.28,1.49,-2.22,-1.97,11.76,-72.68,91.98,0.54,2.23,-0.08,12.56,-57.08,96.38,15.35,8.79,-12.5,0.0639,0.3228,-0.1293,0.1931,0.6833,-1.0,0.2865,-0.8783,0.8415,-0.004,0.8388,-0.7601,0.3589,-0.4536,0.7787,0.2935,0.841,-0.1247,0.026,0.019,0.0,0.006,0.026,0.013,0.0,0.0,0.006,0.006,0.0,0.013,0.013,0.006,0.0,0.006,0.019,0.013
4.08,0.22,2.46,1.22,0.78,-0.63,0.0,0.0,0.0,0.111,5.01,-25.58,34.98,-4.31,-0.62,2.29,17.4,-71.63,86.57,5.19,-5.71,-9.05,14.85,-64.07,89.38,23.29,5.45,-13.89,1.71,-20.21,45.78,2.99,-0.72,-3.47,11.14,-74.18,93.48,1.23,3.73,-1.58,14.05,-55.58,97.88,13.85,10.29,-11.0,0.0402,0.3808,-0.1374,0.247,0.8048,-1.0,0.3182,-0.9115,0.7939,0.0353,0.7143,-0.9739,0.4014,-0.5215,0.7199,0.3311,0.8896,-0.0031,0.026,0.019,0.0,0.006,0.026,0.013,0.0,0.0,0.006,0.006,0.0,0.013,0.013,0.006,0.0,0.006,0.019,0.013
4.12,0.17,2.41,-0.8,-0.48,0.45,0.0,0.0,0.0,0.111,3.96,-25.66,35.86,-4.04,-1.76,2.46,17.23,-71.63,86.4,4.22,-4.83,-7.73,13.8,-63.54,90.18,22.32,5.01,-14.68,0.37,-18.71,44.28,4.49,0.78,-4.97,12.25,-75.68,94.98,-0.06,5.23,-3.08,15.55,-55.17,99.38,15.35,11.79,-9.5,0.0106,0.3711,-0.2482,0.2215,0.8062,-1.0,0.3501,-0.9804,0.7193,-0.0016,0.6262,-1.0,0.4768,-0.5485,0.6481,0.4394,0.9004,0.012,0.006,0.0,0.013,0.013,0.019,0.006,0.013,0.013,0.0,0.019,0.006,0.006,0.006,0.006,0.006,0.013,0.006,0.006
4.16,0.18,2.41,0.56,0.94,-1.81,0.0,0.0,0.0,0.111,4.13,-25.66,37.0,-3.16,-2.55,2.2,16.17,-71.89,86.4,2.99,-3.6,-6.33,13.1,-62.49,91.23,21.09,5.01,-15.12,0.07,-17.21,42.78,5.99,2.28,-6.47,10.75,-77.03,96.48,1.44,3.73,-4.58,16.01,-56.67,100.88,16.85,13.29,-8.0,0.002,0.3524,-0.2845,0.1736,0.9011,-1.0,0.294,-0.946,0.6107,0.1039,0.5133,-1.0,0.4573,-0.6646,0.5637,0.5231,0.7824,-0.2223,0.006,0.0,0.013,0.013,0.019,0.006,0.013,0.013,0.0,0.019,0.006,0.006,0.006,0.006,0.006,0.013,0.006,0.006
4.2,0.12,2.39,-1.48,-0.92,1.96,0.0,0.0,0.0,0.111,2.29,-24.87,38.85,-1.85,-3.08,1.05,14.59,-72.86,86.84,1.49,-1.85,-4.75,12.66,-61.0,92.99,19.34,5.19,-15.12,-0.67,-15.71,41.28,4.49,3.78,-7.97,10.61,-77.9,97.98,2.94,2.23,-6.08,17.51,-58.17,102.38,18.35,14.79,-6.5,-0.0193,0.2828,-0.3505,0.1169,0.8589,-1.0,0.3032,-0.9618,0.5128,0.1197,0.3359,-1.0,0.5036,-0.706,0.446,0.6063,0.7691,-0.3803,0.006,0.0,0.013,0.013,0.019,0.006,0.013,0.013,0.0,0.019,0.006,0.006,0.006,0.006,0.006,0.013,0.006,0.006
4.24,0.09,2.39,-0.63,-0.38,2.14,0.0,0.0,0.0,0.111,1.58,-24.17,39.73,-0.88,-3.08,0.35,13.62,-73.48,87.36,0.79,-0.88,-4.04,12.57,-60.03,94.04,18.54,5.71,-15.03,-1.04,-14.86,39.78,2.99,5.28,-9.47,9.11,-76.4,99.38,4.44,0.73,-7.58,17.57,-59.67,100.88,19.85,13.29,-5.0,-0.0297,0.1844,-0.4452,0.0163,0.8474,-0.9927,0.2497,-0.886,0.4045,0.2134,0.2265,-1.0,0.5019,-0.8078,0.2924,0.6812,0.6707,-0.6765,0.026,0.013,0.006,0.013,0.0,0.019,0.006,0.019,0.019,0.0,0.006,0.0,0.019,0.019,0.019,0.006,0.013,0.006
